proxy,latency
http://142.93.150.47:8118,1.1123411655426025
http://195.135.50.159:8080,2.7569470405578613
http://93.88.216.51:48167,4.051861524581909
http://87.99.93.100:43944,2.8211710453033447
http://64.227.14.32:8080,2.498727321624756
http://77.106.179.42:46166,4.535736322402954
http://87.255.27.163:3128,0.2939598560333252
http://83.69.93.64:44331,2.8922598361968994
http://68.183.211.110:8080,2.5131592750549316
http://186.206.144.130:3128,2.089153289794922
http://80.240.115.254:36539,2.662588119506836
http://91.214.31.234:8080,1.652040958404541
http://185.200.37.45:8080,3.952286958694458
http://199.59.72.44:3128,1.6009502410888672
http://36.90.107.157:3128,2.947601318359375
http://118.163.13.200:8080,4.361231803894043
http://176.115.14.1:8080,0.5552308559417725
http://51.158.123.35:8811,0.4173099994659424
http://212.43.123.18:41258,3.80708646774292
http://195.22.107.160:3128,0.38346147537231445
http://43.227.128.6:83,3.7316317558288574
http://202.67.8.214:8080,2.1586904525756836
http://212.46.255.78:8080,4.774374008178711
http://91.207.61.196:1182,0.4026505947113037
http://83.142.148.78:33980,4.764827489852905
http://183.89.13.104:8080,2.386681079864502
http://46.101.114.39:8118,2.3450984954833984
http://46.183.56.107:49725,4.551978826522827
http://198.23.239.245:8118,1.247133731842041
http://94.228.21.66:30784,3.7580976486206055
http://134.19.254.2:21231,3.441457986831665
http://165.22.99.12:8080,2.0601956844329834
http://181.119.80.1:3128,2.006512403488159
http://1.20.100.45:51685,3.137935161590576
http://193.242.151.42:8080,4.051318168640137
http://193.182.144.93:8080,0.9284603595733643
http://189.203.73.102:9991,4.24163818359375
http://185.75.5.158:60819,4.062017440795898
http://78.31.73.222:8080,3.105560064315796
http://119.82.253.103:36583,3.061640977859497
http://179.107.98.18:8080,3.8533101081848145
http://46.188.109.21:45952,4.386077880859375
http://200.73.128.164:3128,2.1947381496429443
http://119.82.251.250:48603,4.046716213226318
http://91.207.60.241:1282,0.6123206615447998
http://200.142.120.90:47860,4.555200576782227
http://46.102.73.244:53281,4.670159101486206
http://138.68.226.16:8118,1.3960380554199219
http://167.71.202.40:8080,1.7079739570617676
http://138.121.155.127:61932,3.259446620941162
http://5.63.165.178:40561,2.13988995552063
http://182.53.197.22:35126,3.173971652984619
http://113.53.22.67:8080,2.055652141571045
http://118.175.207.183:42517,4.495331525802612
http://94.51.83.2:8080,4.761851787567139
http://213.192.68.200:3128,1.5749588012695312
http://186.15.49.12:8080,3.972036123275757
http://51.158.68.133:8811,0.39946651458740234
http://157.245.124.217:3128,2.833383560180664
http://49.231.140.120:8080,2.5386104583740234
http://114.199.111.18:8080,3.164680242538452
http://103.224.5.5:54143,3.217991590499878
http://193.86.229.230:8080,2.2528839111328125
http://202.74.243.38:32449,2.8730759620666504
http://103.139.9.181:8080,3.162156343460083
http://217.19.209.253:8080,1.6585757732391357
http://124.41.240.126:31302,3.233788251876831
http://176.113.157.149:31195,2.0407609939575195
http://197.210.129.142:80,1.7142970561981201
http://165.16.96.91:8080,0.828209638595581
http://27.145.76.152:8080,2.8751413822174072
http://186.192.17.242:8080,4.607074737548828
http://36.92.70.209:8080,1.9736137390136719
http://182.160.104.213:8080,1.9474949836730957
http://83.174.233.94:42323,3.4557137489318848
http://115.124.78.142:38994,3.6641221046447754
http://110.78.138.59:8080,1.8923075199127197
http://182.253.223.138:8080,1.9137203693389893
http://212.95.180.50:53281,1.992638111114502
http://103.126.148.30:8080,2.9917726516723633
http://190.152.39.78:43548,2.4901397228240967
http://181.62.245.247:8080,2.317885160446167
http://196.18.215.201:3128,1.9550869464874268
http://177.74.239.26:3128,2.3898589611053467
http://94.228.82.170:34841,1.2970476150512695
http://113.163.157.250:8080,2.1489641666412354
http://182.23.107.210:3128,4.463646173477173
http://177.66.174.202:8080,4.127103328704834
http://178.169.196.87:48834,3.5857229232788086
http://186.206.144.130:80,2.1289255619049072
http://190.216.129.75:9991,3.4255568981170654
http://167.71.202.109:8080,1.6260266304016113
http://77.242.21.186:8081,2.623835563659668
http://46.39.41.21:8080,2.6542398929595947
http://185.252.144.77:80,4.7369163036346436
http://35.198.66.136:80,0.6330428123474121
http://139.255.25.106:80,3.3205406665802
http://49.231.140.120:80,3.3256423473358154
http://101.109.113.168:80,4.2371985912323
http://110.168.128.236:80,1.9908099174499512
http://49.156.44.138:80,3.395047664642334
http://171.96.57.94:80,2.30031156539917
http://175.101.81.250:80,1.7586915493011475
http://103.78.73.34:80,3.0190162658691406
http://103.28.121.58:80,2.8562588691711426
http://163.172.180.18:8811,0.3780841827392578
http://86.34.133.118:8080,3.656388521194458
http://187.32.243.10:3128,2.2170398235321045
http://64.227.14.144:8080,1.543957233428955
http://54.37.131.131:3128,0.30401182174682617
http://13.235.170.78:80,4.242013216018677
http://62.122.18.7:49693,3.464428663253784
http://176.99.75.39:8080,4.318309783935547
http://182.53.197.156:34816,2.7635419368743896
http://117.2.165.12:8080,4.168944597244263
http://85.113.39.89:81,3.461242437362671
http://51.38.71.101:8080,1.939448595046997
http://45.224.149.178:999,4.220628499984741
http://118.99.124.247:8080,3.065741777420044
http://182.71.90.202:46738,2.333510637283325
http://202.150.139.46:59979,4.21237325668335
